"id","name","type","health_appointment","start_position","end_position","transport_option","user","bus_stop","train_stop","walking_distance"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-338_(0.76km-9min)","P1-1","stop-urb-338",NA,"(0.76 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-339_(0.77km-9min)","P1-1","stop-urb-339",NA,"(0.77 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-344_(0.68km-8min)","P1-1","stop-urb-344",NA,"(0.68 km, 8 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-347_(0.51km-6min)","P1-1","stop-urb-347",NA,"(0.51 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-348_(0.66km-8min)","P1-1","stop-urb-348",NA,"(0.66 km, 8 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-349_(0.61km-7min)","P1-1","stop-urb-349",NA,"(0.61 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-351_(0.89km-11min)","P1-1","stop-urb-351",NA,"(0.89 km, 11 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-352_(0.47km-6min)","P1-1","stop-urb-352",NA,"(0.47 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-355_(0.52km-6min)","P1-1","stop-urb-355",NA,"(0.52 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-380_(0.53km-6min)","P1-1","stop-urb-380",NA,"(0.53 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-386_(0.22km-3min)","P1-1","stop-urb-386",NA,"(0.22 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-387_(0.22km-3min)","P1-1","stop-urb-387",NA,"(0.22 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-393_(0.92km-11min)","P1-1","stop-urb-393",NA,"(0.92 km, 11 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-400_(0.59km-7min)","P1-1","stop-urb-400",NA,"(0.59 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-401_(0.27km-3min)","P1-1","stop-urb-401",NA,"(0.27 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-402_(0.18km-2min)","P1-1","stop-urb-402",NA,"(0.18 km, 2 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-404_(0.58km-7min)","P1-1","stop-urb-404",NA,"(0.58 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-405_(0.56km-7min)","P1-1","stop-urb-405",NA,"(0.56 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-406_(0.85km-10min)","P1-1","stop-urb-406",NA,"(0.85 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-407_(0.86km-10min)","P1-1","stop-urb-407",NA,"(0.86 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-408_(0.23km-3min)","P1-1","stop-urb-408",NA,"(0.23 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-409_(0.22km-3min)","P1-1","stop-urb-409",NA,"(0.22 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-410_(0.49km-6min)","P1-1","stop-urb-410",NA,"(0.49 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-412_(0.87km-10min)","P1-1","stop-urb-412",NA,"(0.87 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-413_(0.87km-10min)","P1-1","stop-urb-413",NA,"(0.87 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-443_(0.94km-11min)","P1-1","stop-urb-443",NA,"(0.94 km, 11 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-444_(0.50km-6min)","P1-1","stop-urb-444",NA,"(0.50 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-446_(0.79km-9min)","P1-1","stop-urb-446",NA,"(0.79 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-447_(0.50km-6min)","P1-1","stop-urb-447",NA,"(0.50 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-448_(0.94km-11min)","P1-1","stop-urb-448",NA,"(0.94 km, 11 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-449_(0.90km-11min)","P1-1","stop-urb-449",NA,"(0.90 km, 11 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-450_(0.58km-7min)","P1-1","stop-urb-450",NA,"(0.58 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-451_(0.62km-7min)","P1-1","stop-urb-451",NA,"(0.62 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-452_(1.00km-12min)","P1-1","stop-urb-452",NA,"(1.00 km, 12 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-454_(0.72km-9min)","P1-1","stop-urb-454",NA,"(0.72 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-455_(0.71km-9min)","P1-1","stop-urb-455",NA,"(0.71 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-457_(0.71km-8min)","P1-1","stop-urb-457",NA,"(0.71 km, 8 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-458_(0.70km-8min)","P1-1","stop-urb-458",NA,"(0.70 km, 8 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-466_(0.37km-4min)","P1-1","stop-urb-466",NA,"(0.37 km, 4 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-524_(0.36km-4min)","P1-1","stop-urb-524",NA,"(0.36 km, 4 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-2405_(0.42km-5min)","P1-1","stop-urb-2405",NA,"(0.42 km, 5 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-2520_(0.81km-10min)","P1-1","stop-urb-2520",NA,"(0.81 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-2672_(0.85km-10min)","P1-1","stop-urb-2672",NA,"(0.85 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-2673_(0.66km-8min)","P1-1","stop-urb-2673",NA,"(0.66 km, 8 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-2927_(0.77km-9min)","P1-1","stop-urb-2927",NA,"(0.77 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-urb-3100_(1.00km-12min)","P1-1","stop-urb-3100",NA,"(1.00 km, 12 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-532_(0.60km-7min)","P1-1","stop-ext-532",NA,"(0.60 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-533_(0.79km-10min)","P1-1","stop-ext-533",NA,"(0.79 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-535_(0.55km-7min)","P1-1","stop-ext-535",NA,"(0.55 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-537_(0.45km-5min)","P1-1","stop-ext-537",NA,"(0.45 km, 5 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-578_(0.97km-12min)","P1-1","stop-ext-578",NA,"(0.97 km, 12 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-612_(0.80km-10min)","P1-1","stop-ext-612",NA,"(0.80 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-613_(0.28km-3min)","P1-1","stop-ext-613",NA,"(0.28 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1108_(0.23km-3min)","P1-1","stop-ext-1108",NA,"(0.23 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1109_(0.71km-8min)","P1-1","stop-ext-1109",NA,"(0.71 km, 8 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1189_(0.36km-4min)","P1-1","stop-ext-1189",NA,"(0.36 km, 4 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1190_(0.87km-10min)","P1-1","stop-ext-1190",NA,"(0.87 km, 10 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1530_(0.69km-8min)","P1-1","stop-ext-1530",NA,"(0.69 km, 8 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1531_(0.60km-7min)","P1-1","stop-ext-1531",NA,"(0.60 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1532_(0.51km-6min)","P1-1","stop-ext-1532",NA,"(0.51 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1534_(0.56km-7min)","P1-1","stop-ext-1534",NA,"(0.56 km, 7 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1535_(0.31km-4min)","P1-1","stop-ext-1535",NA,"(0.31 km, 4 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1536_(0.91km-11min)","P1-1","stop-ext-1536",NA,"(0.91 km, 11 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1807_(0.49km-6min)","P1-1","stop-ext-1807",NA,"(0.49 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1808_(0.48km-6min)","P1-1","stop-ext-1808",NA,"(0.48 km, 6 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-1853_(0.21km-3min)","P1-1","stop-ext-1853",NA,"(0.21 km, 3 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-2213_(0.74km-9min)","P1-1","stop-ext-2213",NA,"(0.74 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-2380_(0.12km-1min)","P1-1","stop-ext-2380",NA,"(0.12 km, 1 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-2863_(0.33km-4min)","P1-1","stop-ext-2863",NA,"(0.33 km, 4 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-5247_(0.77km-9min)","P1-1","stop-ext-5247",NA,"(0.77 km, 9 min)"
"P1-1","Stefania","healthcare worker","health-appointment-1","ViaTemanza-11-38122-BorgoValsugana","ViaPiave-78-38122-Trento","P1-1_stop-ext-6134_(0.69km-8min)","P1-1","stop-ext-6134",NA,"(0.69 km, 8 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-15_(0.29km-3min)","P1-2","stop-urb-15",NA,"(0.29 km, 3 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-92_(0.82km-10min)","P1-2","stop-urb-92",NA,"(0.82 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-159_(0.94km-11min)","P1-2","stop-urb-159",NA,"(0.94 km, 11 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-160_(0.92km-11min)","P1-2","stop-urb-160",NA,"(0.92 km, 11 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-217_(0.37km-4min)","P1-2","stop-urb-217",NA,"(0.37 km, 4 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-218_(0.39km-5min)","P1-2","stop-urb-218",NA,"(0.39 km, 5 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-271_(0.19km-2min)","P1-2","stop-urb-271",NA,"(0.19 km, 2 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-272_(0.42km-5min)","P1-2","stop-urb-272",NA,"(0.42 km, 5 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-273_(0.41km-5min)","P1-2","stop-urb-273",NA,"(0.41 km, 5 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-274_(0.18km-2min)","P1-2","stop-urb-274",NA,"(0.18 km, 2 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-284_(1.00km-12min)","P1-2","stop-urb-284",NA,"(1.00 km, 12 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-314_(0.85km-10min)","P1-2","stop-urb-314",NA,"(0.85 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-315_(0.95km-11min)","P1-2","stop-urb-315",NA,"(0.95 km, 11 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-316_(0.84km-10min)","P1-2","stop-urb-316",NA,"(0.84 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-317_(0.85km-10min)","P1-2","stop-urb-317",NA,"(0.85 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-318_(0.75km-9min)","P1-2","stop-urb-318",NA,"(0.75 km, 9 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-319_(0.73km-9min)","P1-2","stop-urb-319",NA,"(0.73 km, 9 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-320_(0.66km-8min)","P1-2","stop-urb-320",NA,"(0.66 km, 8 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-321_(0.69km-8min)","P1-2","stop-urb-321",NA,"(0.69 km, 8 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-324_(0.67km-8min)","P1-2","stop-urb-324",NA,"(0.67 km, 8 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-335_(0.47km-6min)","P1-2","stop-urb-335",NA,"(0.47 km, 6 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-338_(0.82km-10min)","P1-2","stop-urb-338",NA,"(0.82 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-339_(0.82km-10min)","P1-2","stop-urb-339",NA,"(0.82 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-342_(0.86km-10min)","P1-2","stop-urb-342",NA,"(0.86 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-344_(0.98km-12min)","P1-2","stop-urb-344",NA,"(0.98 km, 12 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-350_(0.60km-7min)","P1-2","stop-urb-350",NA,"(0.60 km, 7 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-351_(0.71km-8min)","P1-2","stop-urb-351",NA,"(0.71 km, 8 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-353_(0.84km-10min)","P1-2","stop-urb-353",NA,"(0.84 km, 10 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-354_(0.63km-8min)","P1-2","stop-urb-354",NA,"(0.63 km, 8 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-457_(0.91km-11min)","P1-2","stop-urb-457",NA,"(0.91 km, 11 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-458_(0.91km-11min)","P1-2","stop-urb-458",NA,"(0.91 km, 11 min)"
"P1-2","Stefania","healthcare worker","health-appointment-2","ViaPiave-78-38122-Trento","ViadellaMalpensada-156-38123-Trento","P1-2_stop-urb-459_(0.78km-9min)","P1-2","stop-urb-459",NA,"(0.78 km, 9 min)"
